Sch|Tbl|Cnt
dbo|MF_METH3|0
dbo|MF_METH4|0
dbo|MF_MFIN|0
dbo|MF_MJAA|0
dbo|MF_MJPT|0
dbo|MF_MJYCBG|0
dbo|MF_MK_YG|0
dbo|MF_MPS|0
dbo|MF_MPS1|0
dbo|MF_MQC|0
dbo|MF_MRA|0
dbo|MF_MRA1|0
dbo|MF_MSC|0
dbo|MF_MTN|0
dbo|MF_MTNQC|0
dbo|MF_MU|0
dbo|MF_MV|0
dbo|MF_NCQ_MC|0
dbo|MF_NCQ_QT|0
dbo|MF_NCQ_SO|0
dbo|MF_ML_CASE|0
dbo|MF_MLCL|0
dbo|MF_MLPS|0
dbo|MF_MM|0
dbo|MF_MM_B|0
dbo|MF_MO_B|0
dbo|MF_MO_CASE|0
dbo|MF_MOD_BD|0
dbo|MF_MON|0
dbo|MF_MOUT|0
dbo|MF_INP|0
dbo|MF_INV|0
dbo|MF_INVO|0
dbo|MF_IO|0
dbo|MF_IPL|0
dbo|MF_IPW|0
dbo|MF_IQTY|0
dbo|MF_IS|0
dbo|MF_IZ|0
dbo|MF_JB|0
dbo|MF_JB_CALC|0
dbo|MF_JB1|0
dbo|MF_JB2|0
dbo|MF_JBRTN|0
dbo|MF_JBRTN1|0
dbo|MF_JBRTN2|0
dbo|MF_JBRTN3|0
dbo|MF_JBRTN4|0
dbo|MF_JBSQ|0
dbo|MF_JBSQ_UTF8|0
dbo|MF_JF|0
dbo|MF_JFCHG|0
dbo|MF_NL|0
dbo|MF_OLC|0
dbo|MF_PACK|0
dbo|MF_PBOM|0
dbo|MF_PCLZ|0
dbo|MF_PD|0
dbo|MF_PG|0
dbo|MF_PG_GS|0
dbo|MF_PGFA|0
dbo|MF_PJ|0
dbo|MF_PJSQ|0
dbo|MF_PL_CHG_SGT|0
dbo|MF_PL_SGT|0
dbo|MF_PLUS|0
dbo|MF_PM|0
dbo|MF_SQ_FX|0
dbo|MF_SQC|0
dbo|MF_SQD|0
dbo|MF_ST_M|0
dbo|MF_ST_S|0
dbo|MF_SV|0
dbo|MF_SZJB|0
dbo|MF_SZJB1|0
dbo|MF_SZTAX|0
dbo|MF_SZTIT|0
dbo|MF_TASK|0
dbo|MF_TASKTPL|0
dbo|MF_POS_FX|0
dbo|MF_POS_GS|0
dbo|MF_POSJB|0
dbo|MF_POSZT|0
dbo|MF_PP|0
dbo|MF_PR|0
dbo|MF_PRI_H|0
dbo|MF_PSA|0
dbo|MF_PSAL|0
dbo|MF_PT|0
dbo|MF_PT1|0
dbo|MF_PX|0
dbo|MF_QA|0
dbo|MF_QC|0
dbo|MF_QC_B|0
dbo|MF_QC_PRJ|0
dbo|MF_QC_SJ|0
dbo|MF_QC_XJ|0
dbo|MF_QCFZC|0
dbo|MF_QGHZ|0
dbo|MF_QL|0
dbo|MF_QTFX|0
dbo|MF_QTS|0
dbo|MF_QY_M|0
dbo|MF_QY_S|0
dbo|MF_RCV|0
dbo|MF_RD|0
dbo|MF_REP|0
dbo|MF_RG|0
dbo|MF_RG_SGT|0
dbo|MF_RK_M|0
dbo|MF_RK_S|0
dbo|MF_RKCL|0
dbo|MF_RM|0
dbo|MF_RSC|0
dbo|MF_RW|0
dbo|MF_RX_M|0
dbo|MF_RX_S|0
dbo|MF_SA_IFRS|0
dbo|MF_SALE|0
dbo|MF_SALE1|0
dbo|MF_SALE2|0
dbo|MF_SALEN|0
dbo|MF_SALEN1|0
dbo|MF_SBAA|0
dbo|MF_SBPT|0
dbo|MF_SBYCBG|0
dbo|MF_SC_ZG|0
dbo|MF_SCPG|0
dbo|MF_SCPO|0
dbo|MF_SCPO1|0
dbo|MF_SED|0
dbo|MF_SF|0
dbo|MF_SG|0
dbo|MF_SHARE|0
dbo|MF_SHARE1|0
dbo|MF_SHBK|0
dbo|MF_SHFW|0
dbo|MF_SHIP|0
dbo|MF_YGDL|0
dbo|MF_YGJZ|0
dbo|MF_YQ|0
dbo|MF_YSTZ|0
dbo|MF_YT|0
dbo|MF_YU|0
dbo|MF_YZ_QC|0
dbo|MF_ZA|0
dbo|MF_ZC|0
dbo|MF_ZD|0
dbo|MF_ZD_MC|0
dbo|MF_ZERO|0
dbo|MF_ZG|0
dbo|MF_ZPTMP|0
dbo|MF_ZQ|0
dbo|MF_ZX|0
dbo|MF_ZY|0
dbo|MFTZTW|0
dbo|MG_RTO|0
dbo|MHSEB|0
dbo|MK_YG|0
dbo|MK_YG_MZ|0
dbo|ML_FACE_GGEC|0
dbo|MM_CARD|0
dbo|MM_ML|0
dbo|MO_RELATION|0
dbo|MO_VS|0
dbo|MO_VS_H|0
dbo|MOBILE_MEGA|0
dbo|MOD_IDX1|0
dbo|MOD_IDX2|0
dbo|MOD_INDX|0
dbo|MOJ_GRP|0
dbo|MOJ_USE|0
dbo|MOLD|0
dbo|MOLD_TH|0
dbo|MOLD_WH|0
dbo|MOULD|0
dbo|MPSTZ|0
dbo|MSDS_GGEC|0
dbo|MSEB|0
dbo|MSG_CONTACT|0
dbo|MSG_IDX|0
dbo|MSG_IN|0
dbo|MSG_NOTE|0
dbo|MSG_U_HIS|0
dbo|MSGTBL|0
dbo|MSNSETUP|0
dbo|MTN_FX|0
dbo|MTN_KIND|0
dbo|MTN_KIND_DEL|0
dbo|MVDTL|0
dbo|MVDTL_IFRS|0
dbo|MVHED|0
dbo|MVHED1|0
dbo|MY_FAV|0
dbo|MY_HK|0
dbo|MF_TW_B|0
dbo|MF_TX|0
dbo|MF_TX_M|0
dbo|MF_TY|0
dbo|MF_TZ|0
dbo|MF_TZ_CASE|0
dbo|MF_UJ|0
dbo|MF_UP_SLS|0
dbo|MF_USR|0
dbo|MF_VC|0
dbo|MF_VC_FILE|0
dbo|MF_VC_UTF8|0
dbo|MF_VHID|0
dbo|MF_VHID_BK|0
dbo|MF_VHID_DEL|0
dbo|MF_VHID_OFS|0
dbo|MF_VS|0
dbo|MF_VS_H|0
dbo|MF_VT|0
dbo|MF_WASTE|0
dbo|MF_WBOM|0
dbo|MF_WC|0
dbo|MF_WCTPL|0
dbo|MF_WCTYPE|0
dbo|MF_WEBMAIL|0
dbo|MF_WEBMAIL_REC|0
dbo|MF_WEBMAIL_SEND|0
dbo|MF_WI|0
dbo|MF_WJ_M|0
dbo|MF_WJ_S|0
dbo|MF_WL|0
dbo|MF_WL_P|0
dbo|MF_WM|0
dbo|MF_WPQTY|0
dbo|MF_WQ|0
dbo|MF_WR|0
dbo|PJ_TPA|0
dbo|PJ_TPB|0
dbo|PLAN_CATE|0
dbo|PLAN_CATE1|0
dbo|PLAN_CATE2|0
dbo|PLAN_DAY|0
dbo|PLAN_DEV|0
dbo|PLAN_FILE|0
dbo|PLAN_INDX|0
dbo|PLST_CHG_SGT|0
dbo|PMARK|0
dbo|PMARK_DSC|0
dbo|PMARK_DSC_DEL|0
dbo|PMARK_DSC1|0
dbo|PMARK_DSC1_DEL|0
dbo|PMARK_DSC2|0
dbo|PMARK_DSC2_DEL|0
dbo|POS_BILN|0
dbo|POS_MAK|0
dbo|POS_MAK1|0
dbo|POS_PRN|0
dbo|POS_PT|0
dbo|POS_PT1|0
dbo|POS_SALM|0
dbo|POS_TABLE|0
dbo|POS_UPITM|0
dbo|POS_WH|0
dbo|POS_YHAMTN|0
dbo|POSBAR|0
dbo|POSBKTP|0
dbo|POSCARD|0
dbo|POSCARD_DEL|0
dbo|POSCARD_EXT|0
dbo|POSCARD_EXT_INFO|0
dbo|POSCARD_EXT_OPT|0
dbo|POSCARD1|0
dbo|POSCARDTP|0
dbo|POSCARDTP_DEF|0
dbo|POSCARDTP_DEL|0
dbo|POSCARDTP_REQ|0
dbo|POSCASH|0
dbo|POSCEPT0|0
dbo|POSCEPT1|0
dbo|POSDEPL0|0
dbo|POSDEPL1|0
dbo|POSDEPT|0
dbo|POSDH_GF0|0
dbo|POSDH_GF1|0
dbo|POSDIS|0
dbo|POSDIS0|0
dbo|POSDISLEV|0
dbo|POSDRIVE|0
dbo|POSGF|0
dbo|POSGF_HIS|0
dbo|POSHY|0
dbo|POSIC|0
dbo|POSIC1|0
dbo|POSICCZ|0
dbo|POSICINIT|0
dbo|POSLIN|0
dbo|POSMF_IC|0
dbo|POSMF_IJ|0
dbo|POSMULBAR|0
dbo|POSNEWS|0
dbo|POSPOS0|0
dbo|POSPOS1|0
dbo|POSPRC|0
dbo|POSPRC0|0
dbo|POSPRDT|0
dbo|POSPRDT0|0
dbo|POSPRE|0
dbo|POSPRE0|0
dbo|POSPRE1|0
dbo|POSQO0|0
dbo|POSQO1|0
dbo|POSRCE0|0
dbo|POSRCE1|0
dbo|POSREC_HB|0
dbo|POSREM|0
dbo|POSRP|0
dbo|POSSAL0|0
dbo|POSSALB|0
dbo|POSSALB0|0
dbo|POSSALE_GF|0
dbo|POSSALE0|0
dbo|POSSALE1|0
dbo|POSST|0
dbo|POSST0|0
dbo|POSST0_GF|0
dbo|POSTF_IC|0
dbo|POSTF_IJ|0
dbo|POSTK0|0
dbo|POSTKRC|0
dbo|POSTKRC0|0
dbo|POSTKT|0
dbo|POSTKT_TP|0
dbo|POSTKT1|0
dbo|POSTMP0|0
dbo|POSTMP1|0
dbo|POSTZ_GF0|0
dbo|POSTZ_GF1|0
dbo|POSTZ_YN|0
dbo|POSYU_GF|0
dbo|PP_NCQ_MC|0
dbo|PPBM_MC|0
dbo|PPM_QA|0
dbo|PRD_BOM|0
dbo|PRD_CUS_PO|0
dbo|PRD_ECN|0
dbo|PRD_FT|0
dbo|PRD_HIS|0
dbo|PRDT_PRO|0
dbo|PRDT_PRO_RULES|0
dbo|PRDT_PRO_SET|0
dbo|PRDT_PROINDX|0
dbo|PRDT_PROPERTY|0
dbo|PRDT_PX|0
dbo|PRDT_RATE|0
dbo|PRDT_REM|0
dbo|PRDT_REM_B|0
dbo|PRDT_REMINDX|0
dbo|PRDT_RTO|0
dbo|PRDT_SGT|0
dbo|PRDT_SGT1|0
dbo|PRDT_SUP|0
dbo|PRDT_TBNO|0
dbo|PRDT_UP|0
dbo|PRDT_UP_HD|0
dbo|PRDT_UP_HD1|0
dbo|PRDT_UP_HD2|0
dbo|PRDT_UPR4|0
dbo|PRDT_DEP|0
dbo|PRDT_DSC|0
dbo|PRDT_ENCODERULES|0
dbo|PRDT_FAV|0
dbo|PRDT_FILE|0
dbo|PRDT_FILE_B|0
dbo|PRDT_GGEC|0
dbo|PRDT_IDX|0
dbo|PRDT_INDX_CUS|0
dbo|PRDT_ITM|0
dbo|PRDT_JF|0
dbo|PRDT_JF_DEL|0
dbo|PRDT_MARK|0
dbo|PRDT_MARK_SUP|0
dbo|PRDT_MATRIX|0
dbo|PRDT_MTLSPC|0
dbo|PRDT_MTRL|0
dbo|PRDT_NEW|0
dbo|PRDT_OPTI|0
dbo|PRDT_VAL|0
dbo|PRDT_VIR|0
dbo|PRDT_XP|0
dbo|PRDT_YD|0
dbo|MY_WH_DEL|0
dbo|MY_XY|0
dbo|MYDICT_FLD|0
dbo|MYDICT_IDX|0
dbo|MYDICT_TAB|0
dbo|PRDT_AUTH|0
dbo|PRDT_BARCODE|0
dbo|PRDT_BARCODE_BOX|0
dbo|PRDT_BARCODE_DEL|0
dbo|PRDT_BUY|0
dbo|PRDT_CASE|0
dbo|PRDT_CF|0
dbo|PRDT_CHG|0
dbo|PRDT_CHG_SC|0
dbo|PRDT_CHKSPC|0
dbo|PRDT_COL|0
dbo|PRDT_CST|0
dbo|PRDT_CST1|0
dbo|PRDT_CTL|0
dbo|PRJ_MAN|0
dbo|PRJ_XML|0
dbo|PROPEDT|0
dbo|PSWD_REG|0
dbo|PSWD_WEBPOS_DIS|0
dbo|PZLD_IQC|0
dbo|QA_KND|0
dbo|QA_MOD|0
dbo|QC_AQL|0
dbo|QC_ITEM|0
dbo|QC_LEVEL|0
dbo|QC_PRJ|0
dbo|QC_TOOL|0
dbo|QUERYSCHEME|0
dbo|QUERYWIN_FLD|0
dbo|QUS_ANSWER|0
dbo|QUS_CHAPTER|0
dbo|QUS_OPTION|0
dbo|QUS_SUBJECT|0
dbo|RCV_KND|0
dbo|READS|0
dbo|REGINVO|0
dbo|REP_TAI|0
dbo|REPINF|0
dbo|REPLDATA_LOG|0
dbo|MF_TJ|0
dbo|MF_TPOS|0
dbo|MF_TPOS1|0
dbo|MF_TRIAL|0
dbo|MF_TS|0
dbo|MF_TT|0
dbo|MF_TVOH|0
dbo|MF_SJ|0
dbo|MF_SJML|0
dbo|MF_SL_NX|0
dbo|MF_SM|0
dbo|MF_SP|0
dbo|MF_MM2|0
dbo|MF_MN|0
dbo|MF_TBAO|0
dbo|MF_TCHK|0
dbo|MF_TD|0
dbo|MF_TE|0
dbo|MF_TG|0
dbo|MF_TH|0
dbo|MF_WX_M|0
dbo|MF_WX_S|0
dbo|MF_XPMB|0
dbo|MF_XQ|0
dbo|MF_YD|0
dbo|PRD_MARK|0
dbo|PRD_MARK_DEL|0
dbo|PRD_RULE|0
dbo|PRD_RULE0|0
dbo|PRD_RULE1|0
dbo|PRD_SEP|0
dbo|PRD_SEP1|0
dbo|PRD_SPC|0
dbo|PRD_UP|0
dbo|PRD_UP_SLS|0
dbo|PRDANDWH|0
dbo|PRDLIST_FKC|0
dbo|PRDLIST_SGT|0
dbo|MZ_DATA|0
dbo|MZ_SPC_LST|0
dbo|MZ_ZCPAGE|0
dbo|NEWS|0
dbo|NEWS_DEP|0
dbo|NEWS_FILE|0
dbo|NEWS_GROUP|0
dbo|NEWS_USR|0
dbo|NUMERIC_TRANSINFO|0
dbo|OBJN|0
dbo|OK_RTO_IQC|0
dbo|OL_EVENT_LOG|0
dbo|OPP_APP|0
dbo|OPP_CASE|0
dbo|OPP_FAL|0
dbo|OPP_FILE|0
dbo|OPP_HIS|0
dbo|OPP_INDX|0
dbo|OPP_JZ|0
dbo|OPP_PRDT|0
dbo|OPP_SRC|0
dbo|OPP_STATUS|0
dbo|OTH_AREP|0
dbo|OTH_AREP1|0
dbo|OTH_OSNO|0
dbo|OTH_RPACC|0
dbo|OTH_RPDA|0
dbo|PAY_B2C|0
dbo|PAY_SGT|0
dbo|PAYCARD|0
dbo|PC_PRE|0
dbo|PCHG_IQC|0
dbo|PD_BARCODE|0
dbo|PD_BARCODE_IJ|0
dbo|PD_DATA|0
dbo|PD_ZC_QC_ITEM|0
dbo|PDINDEX|0
dbo|PDTYPE|0
dbo|PERD|0
dbo|PFGZ_IQC|0
dbo|PG_SLS|0
dbo|SALM_DSC|0
dbo|SALM_JJ|0
dbo|SALM_MON|0
dbo|SALM_OBJ|0
dbo|SALM_SAL|0
dbo|SAPC_DEF|0
dbo|SALM_CHK|0
dbo|SH_DJ1|0
dbo|SH_DL|0
dbo|SH_FORM|0
dbo|SH_FORM_1|0
dbo|SH_LC|0
dbo|SETDEFVALUES_DRP|0
dbo|SG_SET|0
dbo|SH_ASP|0
dbo|SHIP|0
dbo|SINVOICE|0
dbo|SIZE|0
dbo|SJSJGX_FS|0
dbo|SJTH_QA|0
dbo|SJZLGH_QC|0
dbo|SLCN|0
dbo|SMS_ACCEPT|0
dbo|SO_PRI|0
dbo|SO_PRI_H|0
dbo|SO_VS|0
dbo|SOBJ|0
dbo|SOBJ_GB|0
dbo|SOBJ_IFRS|0
dbo|SOBJ1|0
dbo|SPC_ITEM|0
dbo|SPC_LST|0
dbo|SYSPARAMS|0
dbo|SZ_BANK|0
dbo|SZ_BASE|0
dbo|SZ_BASEP|0
dbo|SZ_FORMU|0
dbo|SZ_LBM|0
dbo|SZ_LBT|0
dbo|SZ_MONTH|0
dbo|SZ_OTHER|0
dbo|SZ_VOH|0
dbo|TAB_FK|0
dbo|SH_MOD|0
dbo|SH_OTHUSR|0
dbo|SH_SMS|0
dbo|SH_TYPE|0
dbo|SH_UP|0
dbo|SH_UP_LIST|0
dbo|SPC_PSWD_H|0
dbo|SPC_PSWD_RO|0
dbo|SPC_PSWD_TEMP|0
dbo|SPCREP|0
dbo|SPINFO_MC|0
dbo|SPRD|0
dbo|SPRD_BOX|0
dbo|SPRD_DEP|0
dbo|SPRD_DRP|0
dbo|SPRD_ZC|0
dbo|SPRD1|0
dbo|SPRD1_DEP|0
dbo|SRV_EXE_HIS|0
dbo|STDDEF|0
dbo|STN_TBL|0
dbo|SUNAUTOTASK|0
dbo|SUNAUTOTASKLOG|0
dbo|SUP_JJ|0
dbo|RPT_RZ_GGEC|0
dbo|RPT_RZ_GGEC1|0
dbo|RPTPAGE_PARA|0
dbo|RPTVARDF|0
dbo|RTN_REASON|0
dbo|RZ_ML_GGEC|0
dbo|SA_PLAN|0
dbo|SADB_TBL|0
dbo|PRDT1_BOX|0
dbo|PRDT1_DAY|0
dbo|PRDT1_SGT|0
dbo|PRDT2|0
dbo|PRDTFS|0
dbo|PRDUP_FORMULA|0
dbo|PRDUP_LIST|0
dbo|PRDZC_UP_KSXD|0
dbo|PRE_CUST|0
dbo|PRE_CUST_DEL|0
dbo|PRE_CUST_PRDT|0
dbo|PRE_CUSTHIS|0
dbo|PRE_PLAN|0
dbo|PRICE|0
dbo|REPORTS_GGEC|0
dbo|REPORTS_RO|0
dbo|REPTDATA|0
dbo|RESCH|0
dbo|RESCH_ANS|0
dbo|RESCH_OPTION|0
dbo|RESCH_PART|0
dbo|RESCH_SHARE_OPT|0
dbo|RESCH_SJ|0
dbo|RESCH_USER|0
dbo|RG_IDX|0
dbo|RG_IDX_DEL|0
dbo|RG_ROLE|0
dbo|RLD_SET|0
dbo|RPT_DESC|0
dbo|SARP1|0
dbo|SBAC|0
dbo|SBAC_JZ|0
dbo|SBBY|0
dbo|SBBY_DJ|0
dbo|SBBY_NR|0
dbo|SBBY_PRJ|0
dbo|SC_JH|0
dbo|SC_MENU|0
dbo|SCAS|0
dbo|SCBZ_DJ_KSXD|0
dbo|SCZL_DJ_KSXD|0
dbo|SDEP|0
dbo|SDEP_GB|0
dbo|SDEP_IFRS|0
dbo|SDEP_SHR|0
dbo|SDEP1|0
dbo|SDRP|0
dbo|SEB_BAN|0
dbo|SEB_IDX1|0
dbo|SEB_IDX2|0
dbo|SEB_INF|0
dbo|SEB_MOJ_PW|0
dbo|SEB_SCOPE|0
dbo|SEB_STATE|0
dbo|SEB_WR|0
dbo|SEBEI|0
dbo|SEI_CUR_ID1|0
dbo|SEI_CUR_ID2|0
dbo|SEI_INDX_RULE|0
dbo|SEI_PARAM|0
dbo|SEI_TOLERANCE|0
dbo|SET_INFO_TM|0
dbo|SET_INFO_YY|0
dbo|CSH_FRO1|0
dbo|CST_STD|0
dbo|CSTCALC_RPT|0
dbo|CSTCALC_RPT_ERR|0
dbo|CSWH|0
dbo|CTYPE|0
dbo|CTYPE_DEF|0
dbo|CTYPE_DEL|0
dbo|CTYPE_DEP|0
dbo|CTYPE_DEP_DEL|0
dbo|CTYPE_DIS|0
dbo|CTYPE_DIS_DEL|0
dbo|CTYPE_DSC|0
dbo|CTYPE_DSC_DEL|0
dbo|CTYPE_LY|0
dbo|CTYPE_LY_DEL|0
dbo|CTYPE_NUM|0
dbo|CTYPE_NUM_DEL|0
dbo|CUR_ID|0
dbo|CUR_ID_DEL|0
dbo|CUR_ID_EXC|0
dbo|CUR_ID_IFRS|0
dbo|CUS_BGT|0
dbo|CUS_BONUS|0
dbo|CUS_EVENT|0
dbo|CUS_INDX|0
dbo|CUS_ML_GGEC|0
dbo|CUS_PACT|0
dbo|CUS_PACT_I|0
dbo|CUS_PACT1|0
dbo|CUS_PACT2|0
dbo|CUS_PG|0
dbo|CUS_PRD1|0
dbo|CUS_QUS|0
dbo|CUS_QUS_F|0
dbo|CUS_QUS_I|0
dbo|CUS_QUS_K|0
dbo|CUS_QUS_S|0
dbo|CUS_REACH|0
dbo|CUS_SALEQD|0
dbo|CUS_SALEQD1|0
dbo|CUS_SUBINDX|0
dbo|CUS_VISIT|0
dbo|CUS_VISIT_SAL|0
dbo|AAGBL_CUS1|0
dbo|ABGT|0
dbo|ABGT_H|0
dbo|ABGT_SEI|0
dbo|ABGT1|0
dbo|ABGT1_H|0
dbo|ACC_CSH|0
dbo|ACC_IO|0
dbo|ACC_IO_GB|0
dbo|ACCAREA_SGT|0
dbo|ACCN|0
dbo|ACCN_BALANCE|0
dbo|ACCN_BALANCE_OBJ|0
dbo|ACCN_CGP|0
dbo|ACCN_DEL|0
dbo|ACCN_DEP|0
dbo|ACCN_KND|0
dbo|ACCN_QUICKTEMP|0
dbo|ACCN_STD|0
dbo|ACCRPT_CUR|0
dbo|ACCRPT_DEAL_CHK|0
dbo|ACCRPT_DEAL_DET|0
dbo|ACCRPT_DEAL_OFS|0
dbo|ACCRPT_DEAL_SUM|0
dbo|ACCRPT_DEAL_SUM_R|0
dbo|ACCRPT_EQU_DET|0
dbo|ACCRPT_EQU_SUM|0
dbo|ACCRPT_EXC|0
dbo|ACCRPT_FILTER|0
dbo|ACCRPT_PAPERS_DET|0
dbo|ACCRPT_PAPERS_SUM|0
dbo|ACCRPT_PRDT_DET|0
dbo|ACCRPT_PRDT_SUM|0
dbo|ACCRPT_PRDT_SUM_R|0
dbo|ACCRPT_RCV|0
dbo|ACCRPT_RPT|0
dbo|ACCRPT_SPECIFIC|0
dbo|ACCRPT_SPECIFIC_R|0
dbo|ACCRPT_SY|0
dbo|ACCRPT_YY|0
dbo|ACCRPT_ZCFZ|0
dbo|ACLS|0
dbo|ACT_FILE|0
dbo|ACT_INDX|0
dbo|ACT_LIST|0
dbo|AGENTCHK|0
dbo|ALARMS|0
dbo|ALIM|0
dbo|ALIS|0
dbo|ALT_DOC|0
dbo|ALT_GROUP|0
dbo|ALT_MAIL|0
dbo|ALT_ROLE|0
dbo|ALT_ROOP|0
dbo|ALT_SCB|0
dbo|ALT_SCB1|0
dbo|ALT_SET|0
dbo|AMAK|0
dbo|AMTN_FLDATA|0
dbo|DEPT_HO_SUB|0
dbo|DEPT_LU|0
dbo|DEPT_RO|0
dbo|DEPT_SHARE|0
dbo|DEPT_ST|0
dbo|DEPT_STD|0
dbo|DEPT_TRS|0
dbo|DEPT_WR|0
dbo|DEPT1|0
dbo|DESCRIPT|0
dbo|CUST_ATTN|0
dbo|CUST_BAC|0
dbo|CUST_CARD|0
dbo|CUST_CARD1|0
dbo|CUST_CASE|0
dbo|CUST_CHK|0
dbo|CUST_CRE|0
dbo|DRP_RPT|0
dbo|DRP_RPT1|0
dbo|DS_RATE|0
dbo|DSERV|0
dbo|DSG_RELAT|0
dbo|DSG_WDH|0
dbo|DZWLCQ_GGEC|0
dbo|ELINV_SET|0
dbo|EVENT_LOG|0
dbo|EXAM|0
dbo|EXAM_ANS|0
dbo|EXAM_SJ|0
dbo|EXAM_SJDA|0
dbo|EXAM_TEMPLATE|0
dbo|EXAM_TYPE|0
dbo|EXAM_USER|0
dbo|EXPENSE|0
dbo|EXPR|0
dbo|EXPYS|0
dbo|EXPYS_E|0
dbo|EXPYS_I|0
dbo|BIL_TYPE|0
dbo|BILD_OTH|0
dbo|BILL_EDIT|0
dbo|BILL_MB_TYPE|0
dbo|BILN1_OTH|0
dbo|BILTYPE_MARK_MC|0
dbo|BILN_DEL|0
dbo|BILL_PROP_H|0
dbo|BILL_PROP_RO|0
dbo|CUST_DSC|0
dbo|CUST_FILE|0
dbo|CUST_GGEC|0
dbo|CUST_HY|0
dbo|CUST_IDX|0
dbo|CUST_INFO|0
dbo|CUST_INFO_ROOP|0
dbo|CUST_INFO_VALUE|0
dbo|CUST_MAI|0
dbo|CUST_MTN|0
dbo|CUST_OBJ|0
dbo|CUST_RPT|0
dbo|CUST_SALM|0
dbo|CUST_SBAC|0
dbo|CUST_XYTZ|0
dbo|CUST_YG|0
dbo|CUST_YG_DEL|0
dbo|CUSTOM_SGT|0
dbo|CUSTOUT|0
dbo|CUSTRPT|0
dbo|CWBL_RPT|0
dbo|CWBL_SET|0
dbo|CWBL_ZDY|0
dbo|DATA_HIS|0
dbo|DB_PIC|0
dbo|AREA_CHK|0
dbo|AREA_DEL|0
dbo|AREA_EXP|0
dbo|AREA_EXP_DEL|0
dbo|AREA_EXP1|0
dbo|AREA_SGT|0
dbo|AREAAD|0
dbo|AREAAD_CHK|0
dbo|AREM|0
dbo|AREP|0
dbo|AREP1|0
dbo|ASHR|0
dbo|ASHR1|0
dbo|ASHR2|0
dbo|ASMP|0
dbo|ASMP1|0
dbo|ASPFLOW|0
dbo|ATTN_CONNTYPE|0
dbo|ATTN_MOD|0
dbo|ATTN_PGM|0
dbo|B2C_AD|0
dbo|B2C_USER|0
dbo|B2C_USER_EXT_INFO|0
dbo|B2E_AUTH_LIST|0
dbo|B2E_BX_LIST|0
dbo|B2E_LIST|0
dbo|BACC|0
dbo|BACC_DEL|0
dbo|BANK|0
dbo|BANK_B2E|0
dbo|BANK_DEL|0
dbo|BANK1|0
dbo|BAR_BOX|0
dbo|BAR_CHANGE|0
dbo|BAR_CODE|0
dbo|BAR_CODE_MM|0
dbo|BAR_CODE_SA|0
dbo|BAR_DOC|0
dbo|BAR_HIS|0
dbo|BAR_PRINT|0
dbo|BAR_PRNSET|0
dbo|BAR_REC|0
dbo|BAR_ROLE|0
dbo|BAR_SPC|0
dbo|BAR_SPC_DEL|0
dbo|BAR_SQNO|0
dbo|BARCODE_RPT|0
dbo|BARCODE_RULE|0
dbo|BASEDATA_SEL|0
dbo|BASEDATA_SET|0
dbo|BAT_CHK|0
dbo|BAT_NO|0
dbo|BAT_NO_DEL|0
dbo|BAT_REC1|0
dbo|BAT_REC1_DAY|0
dbo|BATD|0
dbo|BATN|0
dbo|BATN1|0
dbo|BATQTY_XD|0
dbo|BC_MON|0
dbo|BH_PRIZE|0
dbo|BIL_FILE|0
dbo|BIL_LC|0
dbo|BIL_LOCK|0
dbo|BIL_LOCK1|0
dbo|BIL_NEXT|0
dbo|BIL_ON_SAVE|0
dbo|BIZMSG|0
dbo|BJEXP_ZJ|0
dbo|BNKACC|0
dbo|BNKCK|0
dbo|BOAT|0
dbo|BOAT_IN|0
dbo|BOKN|0
dbo|BOX_CHANGE|0
dbo|BOX_CONFIG|0
dbo|BOX_QTY|0
dbo|BOX_SET|0
dbo|BX_BARCODE_MF|0
dbo|BZ_BARCODE_MF|0
dbo|BZ_KND|0
dbo|BZGSZC_ZS|0
dbo|BZPD|0
dbo|BZPZ|0
dbo|BZZL|0
dbo|CALC_QTS|0
dbo|CARRY|0
dbo|CARRY_POS|0
dbo|CARRY_PRO|0
dbo|CARRY_SPD|0
dbo|CASD|0
dbo|CASN|0
dbo|CASN_ACC|0
dbo|CASN_DEL|0
dbo|CASN_DH|0
dbo|CASN_EXPYS|0
dbo|CASN_EXPYS_I|0
dbo|CASN_LOG|0
dbo|CASN_POS|0
dbo|CASN_PRDT|0
dbo|CASN_PRDT_DEL|0
dbo|CASN_RCV|0
dbo|CASN_RTO|0
dbo|CASN_SALHIS|0
dbo|CASN_SP|0
dbo|CASN_TARGET|0
dbo|CASN_TCL|0
dbo|CASN_ZLFK|0
dbo|CASR|0
dbo|CATALOG_SGT|0
dbo|CC_INDX|0
dbo|CCML_DEF|0
dbo|CHGDATA|0
dbo|CHGNAME_SGT|0
dbo|CHKNO_ZF|0
dbo|CLOSE_ACC|0
dbo|CLOSE_HIS|0
dbo|CN_DZDEF|0
dbo|CN_DZDEF1|0
dbo|CND_DSG|0
dbo|CNTT_CHG_SGT|0
dbo|CNTT_SGT|0
dbo|COM_MAYA|0
dbo|COMP_EQUITY|0
dbo|COMP_GROUP|0
dbo|COMP_MERGE|0
dbo|CONDATA_MAYA|0
dbo|CONT|0
dbo|CONTACT|0
dbo|CONTRACT|0
dbo|CONTRACT_M|0
dbo|CONTRACT_M1|0
dbo|CONTRACT_YAMA|0
dbo|CORP_SGT|0
dbo|COUNTRY|0
